Credit_rating,Age,Income,Credit_cards,Education,Car_loans
"Good",40.069,"Medium","Less than 5","College","None or 1"
"Good",31.829,"High","5 or more","High school","More than 2"
"Good",36.289,"Medium","Less than 5","High school","None or 1"
"Good",37.735,"High","Less than 5","High school","None or 1"
"Good",46.415,"Medium","Less than 5","College","None or 1"
"Good",42.081,"Medium","Less than 5","High school","None or 1"
"Good",37.226,"Medium","5 or more","College","More than 2"
"Good",36.619,"Medium","5 or more","High school","None or 1"
"Good",49.581,"Medium","Less than 5","High school","None or 1"
"Good",32.568,"Medium","5 or more","College","More than 2"
"Good",25.894,"Medium","5 or more","High school","More than 2"
"Good",30.415,"Low","5 or more","College","None or 1"
"Good",32.307,"High","Less than 5","College","None or 1"
"Good",33.212,"Medium","Less than 5","High school","None or 1"
"Good",42.093,"Medium","Less than 5","College","None or 1"
"Good",33.458,"Medium","5 or more","College","More than 2"
"Good",25.189,"High","5 or more","High school","More than 2"
"Good",35.962,"Medium","5 or more","College","More than 2"
"Good",23.659,"Medium","5 or more","High school","More than 2"
"Good",34.350,"Medium","5 or more","College","More than 2"
"Good",45.272,"Medium","5 or more","High school","None or 1"
"Good",33.306,"High","Less than 5","College","None or 1"
"Good",31.286,"High","5 or more","High school","More than 2"
"Good",33.343,"Medium","5 or more","High school","More than 2"
"Good",42.181,"High","5 or more","High school","None or 1"
"Good",47.189,"High","Less than 5","College","None or 1"
"Good",39.929,"High","5 or more","College","More than 2"
"Good",39.482,"Medium","Less than 5","High school","None or 1"
"Good",41.596,"Medium","5 or more","College","More than 2"
"Good",32.167,"High","Less than 5","High school","None or 1"
"Good",34.093,"Medium","5 or more","College","More than 2"
"Good",38.740,"High","5 or more","College","More than 2"
"Good",36.035,"Medium","Less than 5","College","None or 1"
"Good",45.832,"High","5 or more","College","More than 2"
"Good",28.568,"High","Less than 5","College","None or 1"
"Good",40.451,"High","5 or more","High school","More than 2"
"Good",32.230,"High","5 or more","High school","More than 2"
"Good",25.771,"Medium","Less than 5","High school","None or 1"
"Good",20.653,"High","Less than 5","High school","None or 1"
"Good",43.743,"High","Less than 5","High school","None or 1"
"Good",30.891,"Medium","Less than 5","College","None or 1"
"Good",26.771,"High","5 or more","College","More than 2"
"Good",45.170,"Medium","Less than 5","High school","None or 1"
"Good",38.384,"High","Less than 5","High school","None or 1"
"Good",48.198,"Medium","5 or more","High school","More than 2"
"Good",29.713,"High","5 or more","High school","More than 2"
"Good",41.664,"Medium","Less than 5","High school","None or 1"
"Good",29.806,"High","Less than 5","High school","None or 1"
"Good",45.570,"Medium","5 or more","College","More than 2"
"Good",37.135,"High","5 or more","College","More than 2"
"Good",32.502,"High","Less than 5","College","More than 2"
"Good",30.347,"High","5 or more","College","More than 2"
"Good",41.910,"Medium","5 or more","High school","None or 1"
"Good",37.065,"Medium","Less than 5","High school","None or 1"
"Good",28.409,"Medium","5 or more","High school","None or 1"
"Good",24.166,"Medium","5 or more","High school","More than 2"
"Good",32.302,"High","Less than 5","High school","None or 1"
"Good",35.861,"Medium","5 or more","College","More than 2"
"Good",24.201,"Medium","Less than 5","High school","More than 2"
"Good",39.316,"High","5 or more","High school","More than 2"
"Good",37.188,"Medium","Less than 5","High school","None or 1"
"Good",46.516,"Medium","Less than 5","College","More than 2"
"Good",34.291,"High","Less than 5","College","None or 1"
"Good",27.210,"Medium","5 or more","College","More than 2"
"Good",39.223,"Low","Less than 5","College","None or 1"
"Good",32.825,"Medium","Less than 5","College","None or 1"
"Good",22.771,"High","5 or more","College","None or 1"
"Good",42.346,"Medium","5 or more","High school","More than 2"
"Good",53.417,"High","5 or more","High school","More than 2"
"Good",46.018,"Low","Less than 5","College","None or 1"
"Good",23.050,"High","Less than 5","High school","None or 1"
"Good",44.463,"Medium","Less than 5","High school","None or 1"
"Good",24.312,"High","5 or more","College","None or 1"
"Good",42.799,"High","5 or more","High school","More than 2"
"Good",53.666,"Low","Less than 5","College","None or 1"
"Good",43.128,"High","Less than 5","High school","None or 1"
"Good",34.894,"Low","Less than 5","College","None or 1"
"Good",42.385,"Low","5 or more","College","More than 2"
"Good",41.511,"High","5 or more","College","More than 2"
"Good",34.813,"Medium","5 or more","High school","More than 2"
"Good",25.712,"High","5 or more","College","None or 1"
"Good",33.687,"Medium","Less than 5","High school","None or 1"
"Good",32.192,"High","Less than 5","High school","None or 1"
"Good",51.656,"Medium","5 or more","College","More than 2"
"Good",37.891,"Medium","Less than 5","High school","None or 1"
"Good",34.213,"High","5 or more","High school","More than 2"
"Good",47.752,"High","5 or more","College","None or 1"
"Good",27.725,"Low","5 or more","College","More than 2"
"Good",28.011,"High","5 or more","College","More than 2"
"Good",25.933,"Medium","Less than 5","High school","None or 1"
"Good",44.343,"High","Less than 5","High school","None or 1"
"Good",29.217,"Medium","5 or more","High school","More than 2"
"Good",31.802,"High","Less than 5","High school","None or 1"
"Good",23.809,"Medium","5 or more","High school","More than 2"
"Good",29.081,"High","Less than 5","College","None or 1"
"Good",37.980,"High","Less than 5","High school","None or 1"
"Good",30.990,"High","Less than 5","College","None or 1"
"Good",52.691,"Medium","5 or more","High school","More than 2"
"Good",25.315,"Medium","5 or more","High school","More than 2"
"Good",26.031,"High","5 or more","High school","None or 1"
"Good",23.695,"High","5 or more","College","More than 2"
"Good",25.830,"High","5 or more","High school","More than 2"
"Good",23.621,"Medium","Less than 5","College","None or 1"
"Good",31.816,"Medium","Less than 5","College","None or 1"
"Good",40.444,"High","5 or more","College","More than 2"
"Good",23.120,"High","Less than 5","College","None or 1"
"Good",26.893,"High","Less than 5","High school","None or 1"
"Good",38.729,"High","Less than 5","High school","None or 1"
"Good",32.337,"Medium","5 or more","College","More than 2"
"Good",42.191,"Medium","Less than 5","High school","None or 1"
"Good",41.943,"Medium","Less than 5","High school","None or 1"
"Good",31.335,"Medium","5 or more","High school","More than 2"
"Good",36.421,"High","Less than 5","High school","None or 1"
"Good",43.004,"High","5 or more","College","None or 1"
"Good",53.212,"High","Less than 5","High school","None or 1"
"Good",48.834,"Medium","5 or more","College","More than 2"
"Good",33.185,"Medium","5 or more","High school","More than 2"
"Good",27.120,"Medium","Less than 5","College","None or 1"
"Good",36.554,"High","5 or more","High school","More than 2"
"Good",28.778,"Medium","Less than 5","High school","None or 1"
"Good",60.796,"High","Less than 5","High school","None or 1"
"Good",44.502,"Medium","5 or more","College","More than 2"
"Good",40.978,"High","Less than 5","College","None or 1"
"Good",31.083,"Medium","Less than 5","College","None or 1"
"Good",43.070,"Medium","5 or more","High school","More than 2"
"Good",41.303,"High","Less than 5","High school","None or 1"
"Good",38.470,"High","5 or more","High school","More than 2"
"Good",28.573,"Low","5 or more","College","More than 2"
"Good",34.679,"Medium","Less than 5","College","None or 1"
"Good",29.583,"Medium","Less than 5","High school","None or 1"
"Good",35.523,"Medium","5 or more","College","More than 2"
"Good",43.517,"Medium","5 or more","High school","More than 2"
"Good",31.279,"High","Less than 5","College","None or 1"
"Good",27.881,"Medium","5 or more","High school","More than 2"
"Good",22.732,"High","Less than 5","High school","None or 1"
"Good",42.504,"Medium","5 or more","High school","None or 1"
"Good",34.862,"Medium","5 or more","High school","More than 2"
"Good",49.700,"High","Less than 5","High school","None or 1"
"Good",41.434,"Medium","Less than 5","High school","None or 1"
"Good",43.517,"Medium","5 or more","High school","More than 2"
"Good",40.119,"High","5 or more","High school","More than 2"
"Good",29.597,"Medium","5 or more","High school","None or 1"
"Good",43.041,"High","Less than 5","College","None or 1"
"Good",39.146,"Medium","5 or more","High school","More than 2"
"Good",37.492,"Low","5 or more","College","More than 2"
"Good",40.973,"High","5 or more","High school","More than 2"
"Good",34.315,"Medium","Less than 5","College","None or 1"
"Good",42.707,"High","5 or more","College","More than 2"
"Good",40.130,"High","5 or more","College","More than 2"
"Good",49.722,"Medium","5 or more","College","More than 2"
"Good",40.930,"Medium","Less than 5","College","None or 1"
"Good",45.484,"High","Less than 5","High school","None or 1"
"Good",21.682,"High","Less than 5","High school","None or 1"
"Good",38.420,"High","Less than 5","College","None or 1"
"Good",41.695,"Medium","5 or more","High school","More than 2"
"Good",37.386,"Low","5 or more","High school","More than 2"
"Good",50.511,"High","5 or more","High school","More than 2"
"Good",35.766,"High","5 or more","High school","More than 2"
"Good",43.530,"Medium","Less than 5","High school","None or 1"
"Good",27.762,"Medium","5 or more","College","More than 2"
"Good",34.198,"High","Less than 5","High school","None or 1"
"Good",59.227,"High","5 or more","High school","More than 2"
"Good",32.791,"Medium","Less than 5","College","None or 1"
"Good",36.996,"Medium","Less than 5","College","None or 1"
"Good",36.788,"High","5 or more","High school","More than 2"
"Good",34.176,"High","5 or more","High school","More than 2"
"Good",47.338,"Low","5 or more","High school","More than 2"
"Good",32.824,"Low","5 or more","High school","More than 2"
"Good",32.604,"Medium","Less than 5","High school","More than 2"
"Good",28.079,"High","5 or more","College","More than 2"
"Good",27.478,"High","5 or more","High school","More than 2"
"Good",34.242,"High","Less than 5","High school","None or 1"
"Good",50.174,"Low","Less than 5","High school","None or 1"
"Good",26.589,"Low","5 or more","College","More than 2"
"Good",29.608,"High","5 or more","College","More than 2"
"Good",26.733,"Medium","5 or more","High school","More than 2"
"Good",44.958,"Medium","Less than 5","College","More than 2"
"Good",36.228,"Low","5 or more","College","More than 2"
"Good",27.773,"Medium","Less than 5","College","None or 1"
"Good",23.307,"Medium","Less than 5","High school","None or 1"
"Good",44.861,"High","5 or more","College","None or 1"
"Good",33.306,"Medium","5 or more","College","More than 2"
"Good",29.778,"High","Less than 5","College","None or 1"
"Good",33.529,"High","5 or more","College","More than 2"
"Good",41.394,"High","Less than 5","High school","More than 2"
"Good",22.843,"High","5 or more","College","More than 2"
"Good",24.131,"Medium","Less than 5","College","None or 1"
"Good",25.046,"High","5 or more","College","More than 2"
"Good",20.218,"Low","Less than 5","High school","None or 1"
"Good",45.027,"High","5 or more","College","None or 1"
"Good",28.606,"High","5 or more","College","More than 2"
"Good",28.233,"Medium","5 or more","College","More than 2"
"Good",33.803,"High","5 or more","College","More than 2"
"Good",41.253,"High","5 or more","High school","More than 2"
"Good",43.444,"Medium","5 or more","College","More than 2"
"Good",26.903,"Medium","Less than 5","College","None or 1"
"Good",45.432,"High","Less than 5","College","None or 1"
"Good",47.797,"Low","Less than 5","High school","None or 1"
"Good",42.852,"Medium","Less than 5","High school","None or 1"
"Good",35.758,"Medium","Less than 5","College","None or 1"
"Good",29.170,"High","5 or more","High school","More than 2"
"Good",24.107,"High","Less than 5","High school","None or 1"
"Good",39.113,"Medium","5 or more","High school","More than 2"
"Good",48.909,"High","Less than 5","College","None or 1"
"Good",47.860,"Medium","5 or more","College","More than 2"
"Good",42.041,"Medium","Less than 5","High school","None or 1"
"Good",41.993,"High","5 or more","College","More than 2"
"Good",28.640,"High","5 or more","College","More than 2"
"Good",28.557,"High","5 or more","College","More than 2"
"Good",45.555,"Medium","Less than 5","High school","None or 1"
"Good",30.785,"High","5 or more","College","More than 2"
"Good",28.194,"High","5 or more","College","More than 2"
"Good",32.831,"High","5 or more","College","More than 2"
"Good",40.623,"High","5 or more","College","More than 2"
"Good",25.009,"Medium","Less than 5","College","None or 1"
"Good",34.972,"High","Less than 5","High school","None or 1"
"Good",30.865,"Medium","5 or more","College","More than 2"
"Good",43.086,"High","Less than 5","College","None or 1"
"Good",38.976,"Medium","Less than 5","College","None or 1"
"Good",21.924,"High","Less than 5","High school","None or 1"
"Good",29.281,"Medium","5 or more","College","More than 2"
"Good",44.113,"High","Less than 5","High school","More than 2"
"Good",26.074,"High","5 or more","High school","More than 2"
"Good",39.696,"Medium","Less than 5","High school","None or 1"
"Good",30.628,"High","5 or more","High school","More than 2"
"Good",42.730,"Medium","Less than 5","College","None or 1"
"Good",35.723,"Medium","5 or more","College","More than 2"
"Good",30.482,"Medium","5 or more","College","None or 1"
"Good",22.519,"High","5 or more","High school","More than 2"
"Good",36.504,"Medium","5 or more","College","More than 2"
"Good",34.429,"Medium","Less than 5","High school","None or 1"
"Good",45.296,"Medium","Less than 5","High school","None or 1"
"Good",39.906,"Medium","5 or more","High school","More than 2"
"Good",35.142,"Medium","Less than 5","High school","None or 1"
"Good",42.968,"High","Less than 5","High school","None or 1"
"Good",58.361,"Medium","5 or more","College","More than 2"
"Good",35.177,"Medium","5 or more","High school","More than 2"
"Good",31.645,"Medium","5 or more","College","More than 2"
"Good",36.902,"High","5 or more","College","More than 2"
"Good",42.828,"High","5 or more","High school","More than 2"
"Good",39.838,"High","Less than 5","High school","None or 1"
"Good",26.275,"High","Less than 5","High school","None or 1"
"Good",34.111,"Medium","Less than 5","High school","None or 1"
"Good",49.114,"Medium","5 or more","College","More than 2"
"Good",50.144,"High","5 or more","College","None or 1"
"Good",27.699,"High","5 or more","High school","None or 1"
"Good",46.029,"Medium","5 or more","High school","More than 2"
"Good",34.952,"High","5 or more","College","More than 2"
"Good",33.171,"High","Less than 5","College","None or 1"
"Good",32.530,"Medium","Less than 5","High school","None or 1"
"Good",23.601,"Medium","Less than 5","College","More than 2"
"Good",33.497,"High","5 or more","College","More than 2"
"Good",37.829,"Medium","5 or more","College","More than 2"
"Good",37.543,"High","Less than 5","College","None or 1"
"Good",21.611,"High","5 or more","College","More than 2"
"Good",28.298,"High","Less than 5","College","None or 1"
"Good",50.406,"Medium","Less than 5","High school","None or 1"
"Good",22.686,"High","Less than 5","High school","None or 1"
"Good",43.303,"High","Less than 5","College","More than 2"
"Good",42.543,"High","Less than 5","College","None or 1"
"Good",32.689,"High","Less than 5","College","None or 1"
"Good",54.582,"High","Less than 5","High school","None or 1"
"Good",21.276,"Medium","Less than 5","High school","None or 1"
"Good",31.951,"High","Less than 5","College","None or 1"
"Good",23.818,"High","5 or more","High school","More than 2"
"Good",28.975,"Low","Less than 5","College","None or 1"
"Good",21.832,"High","Less than 5","High school","None or 1"
"Good",26.757,"Medium","Less than 5","High school","None or 1"
"Good",39.178,"High","5 or more","College","More than 2"
"Good",27.990,"High","5 or more","High school","More than 2"
"Good",33.134,"Medium","Less than 5","College","More than 2"
"Good",48.503,"High","5 or more","College","More than 2"
"Good",41.983,"High","5 or more","High school","More than 2"
"Good",35.139,"High","Less than 5","High school","None or 1"
"Good",45.156,"High","5 or more","College","More than 2"
"Good",32.005,"Medium","Less than 5","High school","None or 1"
"Good",41.591,"High","5 or more","High school","More than 2"
"Good",32.796,"High","Less than 5","High school","None or 1"
"Good",46.936,"Low","5 or more","College","More than 2"
"Good",34.471,"Medium","5 or more","College","More than 2"
"Good",26.520,"Medium","Less than 5","College","None or 1"
"Good",38.497,"High","Less than 5","High school","None or 1"
"Good",28.674,"Medium","Less than 5","High school","None or 1"
"Good",49.789,"Medium","Less than 5","College","None or 1"
"Good",45.487,"Medium","Less than 5","High school","None or 1"
"Good",37.577,"High","Less than 5","College","More than 2"
"Good",52.446,"Medium","Less than 5","High school","None or 1"
"Good",30.691,"Medium","5 or more","High school","More than 2"
"Good",31.921,"High","5 or more","College","More than 2"
"Good",23.680,"High","Less than 5","College","None or 1"
"Good",28.683,"Medium","Less than 5","College","None or 1"
"Good",46.946,"High","5 or more","College","More than 2"
"Good",52.773,"Medium","Less than 5","High school","None or 1"
"Good",35.284,"Medium","Less than 5","High school","None or 1"
"Good",38.585,"High","Less than 5","College","None or 1"
"Good",21.540,"High","Less than 5","High school","None or 1"
"Good",28.159,"Medium","5 or more","College","More than 2"
"Good",55.825,"Medium","Less than 5","High school","None or 1"
"Good",39.524,"High","Less than 5","High school","More than 2"
"Good",26.334,"High","Less than 5","College","None or 1"
"Good",41.332,"High","5 or more","College","More than 2"
"Good",28.657,"High","Less than 5","High school","None or 1"
"Good",38.787,"High","5 or more","High school","More than 2"
"Good",30.437,"High","Less than 5","College","None or 1"
"Good",39.204,"High","5 or more","High school","More than 2"
"Good",30.155,"Medium","Less than 5","High school","None or 1"
"Good",53.623,"Medium","5 or more","College","More than 2"
"Good",45.957,"Medium","Less than 5","High school","None or 1"
"Good",40.888,"Medium","5 or more","High school","More than 2"
"Good",45.173,"High","5 or more","High school","More than 2"
"Good",50.878,"High","5 or more","College","More than 2"
"Good",39.963,"Medium","Less than 5","High school","None or 1"
"Good",32.751,"Medium","5 or more","College","More than 2"
"Good",22.760,"High","Less than 5","High school","None or 1"
"Good",24.438,"Medium","5 or more","High school","More than 2"
"Good",33.454,"Medium","Less than 5","College","None or 1"
"Good",32.171,"Medium","5 or more","High school","More than 2"
"Good",39.195,"High","Less than 5","High school","None or 1"
"Good",33.894,"High","Less than 5","College","None or 1"
"Good",28.330,"High","Less than 5","College","None or 1"
"Good",36.539,"Medium","Less than 5","High school","None or 1"
"Good",35.348,"High","5 or more","College","More than 2"
"Good",51.842,"Medium","Less than 5","High school","None or 1"
"Good",24.863,"High","Less than 5","College","None or 1"
"Good",27.546,"Medium","Less than 5","College","None or 1"
"Good",35.563,"High","5 or more","College","None or 1"
"Good",40.211,"High","5 or more","College","More than 2"
"Good",47.222,"High","5 or more","College","More than 2"
"Good",51.072,"Medium","5 or more","High school","More than 2"
"Good",36.094,"High","Less than 5","High school","None or 1"
"Good",31.933,"Medium","5 or more","High school","More than 2"
"Good",35.575,"Medium","Less than 5","College","None or 1"
"Good",39.094,"Medium","Less than 5","High school","None or 1"
"Good",28.486,"High","5 or more","College","More than 2"
"Good",41.062,"High","Less than 5","High school","None or 1"
"Good",39.987,"High","Less than 5","High school","None or 1"
"Good",41.492,"Medium","5 or more","High school","More than 2"
"Good",35.568,"Medium","Less than 5","College","None or 1"
"Good",20.425,"Low","Less than 5","College","None or 1"
"Good",28.549,"Medium","Less than 5","High school","None or 1"
"Good",25.811,"Medium","Less than 5","High school","None or 1"
"Good",24.172,"Medium","Less than 5","High school","None or 1"
"Good",36.170,"High","Less than 5","High school","None or 1"
"Good",27.391,"High","Less than 5","College","None or 1"
"Good",50.457,"Medium","5 or more","College","More than 2"
"Good",47.558,"High","5 or more","High school","None or 1"
"Good",20.468,"Medium","Less than 5","College","More than 2"
"Good",37.857,"Low","5 or more","College","More than 2"
"Good",31.187,"High","Less than 5","High school","None or 1"
"Good",34.632,"Low","5 or more","High school","More than 2"
"Good",53.066,"High","5 or more","High school","More than 2"
"Good",34.178,"Medium","5 or more","College","More than 2"
"Good",39.780,"High","5 or more","College","None or 1"
"Good",36.669,"High","Less than 5","College","None or 1"
"Good",31.175,"Medium","Less than 5","College","More than 2"
"Good",33.488,"Medium","Less than 5","High school","None or 1"
"Good",30.871,"High","5 or more","College","None or 1"
"Good",26.718,"High","5 or more","College","None or 1"
"Good",40.447,"Medium","Less than 5","College","More than 2"
"Good",26.104,"Low","5 or more","College","More than 2"
"Good",36.804,"Medium","Less than 5","College","None or 1"
"Good",40.897,"Medium","5 or more","College","None or 1"
"Good",34.767,"Low","Less than 5","High school","None or 1"
"Good",20.969,"High","5 or more","College","More than 2"
"Good",35.230,"High","Less than 5","College","None or 1"
"Good",29.920,"Low","5 or more","College","More than 2"
"Good",40.907,"High","5 or more","College","More than 2"
"Good",28.019,"High","5 or more","College","More than 2"
"Good",38.884,"High","Less than 5","High school","None or 1"
"Good",28.670,"High","5 or more","High school","More than 2"
"Good",36.097,"High","5 or more","College","More than 2"
"Good",38.010,"High","5 or more","High school","More than 2"
"Good",27.704,"High","Less than 5","High school","None or 1"
"Good",34.319,"Medium","Less than 5","High school","None or 1"
"Good",32.931,"High","Less than 5","High school","None or 1"
"Good",28.577,"Medium","5 or more","High school","More than 2"
"Good",20.977,"Medium","Less than 5","College","None or 1"
"Good",32.352,"Medium","Less than 5","High school","None or 1"
"Good",51.335,"High","Less than 5","College","None or 1"
"Good",49.923,"High","5 or more","High school","More than 2"
"Good",45.968,"High","Less than 5","College","None or 1"
"Good",44.467,"Medium","Less than 5","College","None or 1"
"Good",41.362,"Medium","5 or more","College","None or 1"
"Good",38.583,"High","5 or more","High school","More than 2"
"Good",32.292,"Medium","5 or more","High school","None or 1"
"Good",28.060,"High","Less than 5","High school","None or 1"
"Good",46.176,"Medium","5 or more","High school","More than 2"
"Good",39.721,"High","Less than 5","High school","None or 1"
"Good",22.814,"Medium","5 or more","College","More than 2"
"Good",44.850,"Medium","5 or more","High school","More than 2"
"Good",46.985,"High","5 or more","High school","More than 2"
"Good",25.158,"High","Less than 5","College","None or 1"
"Good",52.566,"Medium","Less than 5","College","None or 1"
"Good",32.686,"High","Less than 5","High school","None or 1"
"Good",41.187,"Low","Less than 5","College","None or 1"
"Good",47.685,"Low","5 or more","High school","More than 2"
"Good",20.698,"High","Less than 5","College","None or 1"
"Good",33.298,"High","Less than 5","College","None or 1"
"Good",44.953,"Medium","5 or more","High school","More than 2"
"Good",42.233,"Medium","Less than 5","College","None or 1"
"Good",30.048,"High","5 or more","High school","More than 2"
"Good",30.759,"Medium","5 or more","College","More than 2"
"Good",35.574,"High","5 or more","High school","More than 2"
"Good",33.763,"Medium","Less than 5","High school","None or 1"
"Good",24.218,"High","5 or more","High school","More than 2"
"Good",24.163,"Low","Less than 5","College","None or 1"
"Good",43.972,"Medium","5 or more","College","More than 2"
"Good",35.774,"High","5 or more","College","More than 2"
"Good",38.430,"Medium","Less than 5","High school","None or 1"
"Good",46.881,"Low","5 or more","High school","None or 1"
"Good",34.383,"Medium","Less than 5","High school","None or 1"
"Good",33.186,"Low","Less than 5","High school","None or 1"
"Good",43.822,"Medium","Less than 5","College","None or 1"
"Good",34.100,"High","Less than 5","High school","None or 1"
"Good",36.424,"Low","5 or more","High school","More than 2"
"Good",30.288,"High","Less than 5","College","None or 1"
"Good",25.604,"Low","5 or more","High school","More than 2"
"Good",30.776,"Low","Less than 5","College","None or 1"
"Good",54.124,"Medium","Less than 5","College","None or 1"
"Good",43.740,"Medium","Less than 5","High school","None or 1"
"Good",47.647,"High","5 or more","High school","More than 2"
"Good",27.761,"Low","5 or more","College","More than 2"
"Good",35.783,"Medium","5 or more","College","More than 2"
"Good",32.516,"High","Less than 5","College","None or 1"
"Good",42.495,"Medium","5 or more","High school","More than 2"
"Good",49.481,"Medium","5 or more","College","More than 2"
"Good",28.273,"Low","Less than 5","College","None or 1"
"Good",34.697,"High","5 or more","College","More than 2"
"Good",36.746,"Medium","Less than 5","High school","None or 1"
"Good",27.017,"High","5 or more","High school","More than 2"
"Good",37.910,"Medium","5 or more","High school","None or 1"
"Good",22.878,"Medium","5 or more","College","More than 2"
"Good",38.993,"Medium","Less than 5","High school","None or 1"
"Good",26.598,"High","5 or more","High school","More than 2"
"Good",29.883,"High","5 or more","College","More than 2"
"Good",38.624,"Medium","5 or more","High school","More than 2"
"Good",29.915,"High","5 or more","College","More than 2"
"Good",40.689,"Medium","Less than 5","High school","None or 1"
"Good",38.428,"Medium","5 or more","College","None or 1"
"Good",30.541,"Low","Less than 5","College","None or 1"
"Good",22.363,"High","Less than 5","College","None or 1"
"Good",47.707,"High","5 or more","High school","More than 2"
"Good",40.297,"Medium","5 or more","College","More than 2"
"Good",42.998,"High","Less than 5","College","None or 1"
"Good",43.776,"High","5 or more","High school","More than 2"
"Good",32.236,"Medium","5 or more","College","None or 1"
"Good",34.804,"Medium","5 or more","College","More than 2"
"Good",48.155,"High","5 or more","College","More than 2"
"Good",33.271,"Low","5 or more","High school","More than 2"
"Good",36.587,"High","5 or more","High school","More than 2"
"Good",25.513,"Medium","5 or more","High school","More than 2"
"Good",38.702,"High","5 or more","High school","More than 2"
"Good",24.553,"Medium","5 or more","College","More than 2"
"Good",23.773,"High","Less than 5","High school","None or 1"
"Good",35.726,"Medium","5 or more","College","More than 2"
"Good",31.763,"Medium","Less than 5","High school","None or 1"
"Good",41.085,"Medium","Less than 5","College","None or 1"
"Good",34.298,"Medium","Less than 5","College","None or 1"
"Good",31.504,"Medium","5 or more","High school","More than 2"
"Good",44.514,"Medium","5 or more","College","More than 2"
"Good",25.363,"High","Less than 5","High school","None or 1"
"Good",31.594,"High","5 or more","College","More than 2"
"Good",42.061,"Medium","Less than 5","High school","None or 1"
"Good",25.375,"High","Less than 5","College","More than 2"
"Good",32.126,"Medium","5 or more","College","More than 2"
"Good",42.957,"High","Less than 5","High school","None or 1"
"Good",27.334,"High","5 or more","College","More than 2"
"Good",26.142,"High","Less than 5","College","None or 1"
"Good",38.949,"Medium","5 or more","College","More than 2"
"Good",59.743,"High","Less than 5","High school","None or 1"
"Good",37.135,"High","5 or more","High school","More than 2"
"Good",51.713,"High","Less than 5","High school","None or 1"
"Good",48.214,"High","5 or more","College","More than 2"
"Good",32.881,"High","5 or more","College","More than 2"
"Good",41.427,"Medium","Less than 5","College","None or 1"
"Good",29.828,"High","Less than 5","High school","None or 1"
"Good",41.421,"Low","Less than 5","College","None or 1"
"Good",46.415,"Medium","Less than 5","College","None or 1"
"Good",33.228,"Medium","5 or more","College","More than 2"
"Good",24.943,"Medium","5 or more","College","More than 2"
"Good",42.369,"Medium","5 or more","College","More than 2"
"Good",24.784,"Medium","Less than 5","High school","None or 1"
"Good",44.678,"High","Less than 5","College","None or 1"
"Good",24.371,"High","5 or more","College","More than 2"
"Good",30.646,"High","5 or more","College","More than 2"
"Good",52.308,"Medium","Less than 5","College","None or 1"
"Good",28.912,"Medium","5 or more","College","More than 2"
"Good",24.694,"High","5 or more","College","More than 2"
"Good",54.462,"High","5 or more","College","None or 1"
"Good",44.542,"Medium","Less than 5","College","None or 1"
"Good",39.071,"Medium","5 or more","College","More than 2"
"Good",29.397,"High","Less than 5","College","None or 1"
"Good",33.547,"Medium","5 or more","High school","More than 2"
"Good",41.033,"High","Less than 5","College","None or 1"
"Good",33.064,"Medium","5 or more","College","More than 2"
"Good",40.650,"Low","5 or more","College","More than 2"
"Good",34.192,"Medium","Less than 5","High school","None or 1"
"Good",26.051,"Medium","Less than 5","College","None or 1"
"Good",31.105,"High","Less than 5","High school","None or 1"
"Good",39.029,"High","5 or more","High school","More than 2"
"Good",33.495,"Medium","5 or more","College","More than 2"
"Good",25.211,"Low","5 or more","College","More than 2"
"Good",45.724,"Medium","5 or more","High school","None or 1"
"Good",42.652,"High","5 or more","College","More than 2"
"Good",35.710,"Medium","Less than 5","High school","None or 1"
"Good",46.543,"High","5 or more","High school","More than 2"
"Good",26.914,"Medium","5 or more","College","More than 2"
"Good",36.257,"High","Less than 5","College","None or 1"
"Good",57.166,"Medium","5 or more","High school","More than 2"
"Good",36.200,"Medium","Less than 5","High school","None or 1"
"Good",34.041,"Medium","Less than 5","College","None or 1"
"Good",31.401,"Medium","5 or more","High school","More than 2"
"Good",39.724,"Medium","5 or more","College","More than 2"
"Good",32.036,"Low","Less than 5","College","None or 1"
"Good",45.168,"Medium","5 or more","College","More than 2"
"Good",29.788,"Medium","5 or more","High school","More than 2"
"Good",42.140,"High","Less than 5","High school","None or 1"
"Good",38.166,"Medium","5 or more","High school","More than 2"
"Good",21.614,"Medium","Less than 5","High school","None or 1"
"Good",33.484,"High","Less than 5","High school","None or 1"
"Good",41.098,"High","Less than 5","College","More than 2"
"Good",23.498,"Medium","Less than 5","College","None or 1"
"Good",29.531,"Medium","Less than 5","College","None or 1"
"Good",21.626,"High","Less than 5","College","None or 1"
"Good",30.296,"High","5 or more","High school","More than 2"
"Good",34.846,"High","5 or more","College","More than 2"
"Good",44.774,"High","5 or more","High school","More than 2"
"Good",30.933,"Medium","Less than 5","High school","None or 1"
"Good",38.605,"High","5 or more","College","More than 2"
"Good",35.055,"High","Less than 5","College","None or 1"
"Good",36.690,"Medium","5 or more","College","None or 1"
"Good",27.964,"Medium","5 or more","High school","More than 2"
"Good",43.416,"High","Less than 5","College","More than 2"
"Good",44.265,"High","5 or more","College","More than 2"
"Good",26.364,"High","5 or more","High school","More than 2"
"Good",36.692,"High","Less than 5","High school","None or 1"
"Good",39.434,"High","5 or more","College","More than 2"
"Good",21.201,"High","5 or more","High school","None or 1"
