CUSTID,性別,地区,アクセサリ合計金額,インナーウエア合計金額,バッグ合計金額,化粧品合計金額,衣服合計金額,靴合計金額,食品合計金額,合計金額
102666,"M","東区",27365,20260,4865,55774,5540,10315,4906,129025
102667,"M","東区",13053,8300,2640,69460,106325,36795,23470,260043
102668,"M","西区",0,0,0,0,40950,0,6560,47510
102672,"M","北区",0,33324,18205,35097,25190,93958,54539,260313
102675,"M","東区",0,1080,53475,12236,0,12590,82137,161518
102678,"F","西区",0,0,0,15288,0,0,9820,25108
102679,"F","西区",5250,28150,10330,21748,48361,1224,20869,135932
102680,"M","北区",25678,23750,0,7912,32975,19947,12021,122283
102681,"M","東区",11129,21675,2394,24642,18423,5535,2394,86192
102684,"M","北区",56084,,71325,44164,219664,47017,38140,531200
102685,"M","西区",0,0,0,0,39204,0,0,39204
102686,"F","東区",0,26310,14782,2628,5494,0,0,49214
102689,"F","北区",1352,6875,14370,72602,4192,3730,93661,196782
102691,"F","北区",19937,55902,0,50256,99670,31192,7970,264927
102692,"M","東区",0,13470,0,13220,71660,13400,2080,113830
102694,"F","西区",1160,9860,0,34476,5880,7160,27690,86226
102695,"M","西区",6970,55288,57874,69581,76212,20650,41508,328083
102696,"F","北区",0,172985,2040,78292,15860,0,21876,291053
102697,"M","北区",0,127372,24728,17743,52940,2640,66198,291621
102700,"F","西区",,88676,50671,21949,35264,109527,46575,352662
102703,"M","西区",1745,150227,24200,56889,290516,34363,59290,617230
102708,"M","東区",2200,0,0,0,0,0,33850,36050
102709,"M","東区",20659,52927,30005,33030,6580,38088,153123,334412
102711,"F","東区",0,22210,11700,14714,1100,0,86290,136014
102712,"M","西区",1994,11972,6480,48912,3680,8360,0,81398
102713,"M","北区",0,5298,0,8746,1980,8940,0,24964
102715,"F","東区",1395,23097,1108,21184,0,16800,1690,65274
102717,"F","北区",0,47915,40570,25532,29030,4150,0,147197
102718,"F","北区",0,8785,0,25367,60100,42171,7876,144299
102719,"M","東区",0,8490,0,0,55320,0,0,63810
102720,"F","西区",0,196140,0,64310,1550,7960,20800,290760
102724,"F","北区",0,24216,4980,181112,28912,0,27750,266970
102728,"F","西区",20060,7351,14010,52135,35472,21169,1330,151527
102730,"F","北区",0,0,0,82510,157700,4400,49600,294210
102733,"M","東区",6998,87311,33240,53409,88246,16922,38112,324238
102736,"M","北区",23795,16719,18848,35765,3200,17140,1800,117267
102737,"F","西区",22525,0,12184,12339,0,6160,1086,54294
102738,"M","北区",0,21875,9163,7318,3762,0,2390,44508
102741,"F","東区",0,36560,0,56100,0,0,0,92660
102744,"M","西区",1490,20191,15350,124592,43432,31964,55054,292073
102745,"M","西区",0,0,3240,23270,29415,4990,0,60915
102748,"F","西区",0,0,4140,8800,1780,0,17660,32380
102749,"F","東区",7407,22500,0,21600,8370,1418,1528,62823
102751,"F","西区",8130,30643,13689,35220,41795,21810,5630,156917
102753,"F","西区",0,0,0,5960,12461,15640,4880,38941
102754,"F","東区",17700,7827,17285,14859,0,0,1572,59243
102756,"F","北区",0,0,0,17900,0,6260,0,24160
102757,"F","西区",1416,40866,23804,92974,22349,77122,27737,286268
102758,"M","東区",0,0,8700,22000,141011,0,10710,182421
102759,"F","北区",0,5342,0,3870,1590,2870,0,13672
102764,"M","東区",11606,10946,0,3952,11541,0,2154,40199
102766,"M","北区",0,35892,0,0,0,0,0,35892
102767,"F","西区",0,,0,20611,50209,8142,1445,90357
102768,"M","西区",41925,20653,11780,106771,64545,28640,0,274314
102769,"M","東区",0,25390,0,22080,18410,0,0,65880
102771,"M","東区",2552,64566,22997,39691,41736,33811,43264,248617
102773,"M","北区",0,42520,28052,10200,0,0,0,80772
102774,"M","北区",8600,0,0,0,8198,1326,2257,20381
102777,"M","北区",12242,31088,1395,12550,44379,17162,0,118816
102778,"M","北区",0,10075,0,0,57140,0,185490,252705
102780,"F","北区",3610,25702,29408,20228,20672,7657,2090,109367
102785,"M","東区",43903,64847,20923,28526,17415,0,30353,205967
102786,"F","西区",6618,8466,29914,9117,95189,8940,8092,166336
102791,"F","西区",22148,19706,84045,2700,3400,7280,0,139279
102792,"M","西区",0,3180,12610,62824,35370,8181,0,122165
102793,"M","西区",3402,42907,17286,29534,75550,23557,4930,197166
102794,"M","北区",0,6063,2366,2631,6360,11490,46519,75429
102798,"M","北区",54360,37307,4988,100265,48894,59352,12858,318024
102800,,"西区",50844,71702,11819,84584,56090,45866,39821,360726
102801,"F","西区",0,9328,0,0,37470,0,0,46798
102802,"M","西区",0,89050,4850,20450,0,0,63200,177550
102806,"M","北区",6058,13268,8170,8780,7103,43950,200406,287735
102809,"M","東区",13190,6519,0,3894,14974,1378,2400,42355
102814,"F","北区",0,15438,18630,13035,6900,3385,0,57388
102817,"F","北区",23330,7548,45684,33811,25112,0,10948,146433
102818,"M","東区",0,0,0,88330,20600,0,88670,197600
102819,"F","東区",0,10486,0,9328,3300,10652,13433,47199
102820,"M","北区",68352,26490,28482,44992,249020,15640,29632,462608
102821,"F","西区",12303,8306,0,0,19124,0,0,39733
102822,"M","東区",3402,3880,0,37570,36260,30511,4360,115983
102825,"M","東区",3432,41326,19436,137685,80330,109944,11212,403365
102826,"M","北区",6606,54931,6928,131828,60656,27572,75776,364297
102828,"F","北区",0,2923,7480,9140,2125,0,0,21668
102831,"F","東区",7408,8961,4940,0,15670,0,3080,40059
102832,"F","北区",12853,11562,3840,47610,0,2440,2960,81265
102833,"F","北区",0,1081,11585,0,18354,0,13370,44390
102836,"F","北区",0,179800,0,212000,0,0,0,391800
102839,"F","東区",,163380,29912,20880,26430,0,0,240602
102840,"F","北区",0,40963,50141,178140,17492,3465,0,290201
102841,"M","北区",0,55302,41069,51546,106713,56043,10260,320933
102844,"M","西区",0,4200,0,16838,47540,0,8400,76978
102845,"F","北区",141360,23311,56885,89831,282222,46376,75907,715892
102849,"F","北区",0,0,5700,33945,21380,4400,1500,66925
102852,"M","東区",8988,46373,20711,41109,27384,113590,18954,277109
102854,"M","北区",0,0,0,2470,15840,10917,0,29227
102856,"F","西区",0,96067,0,45040,35922,94240,0,271269
102857,"M","東区",1321,104744,33454,30212,26688,15548,8976,220943
102859,"F","東区",0,0,1200,20753,5828,11000,0,38781
102862,"M","西区",0,0,0,0,5400,0,69150,74550
102865,"M","西区",50870,229540,67180,57880,30854,2163,13177,451664
102866,"F","北区",0,18576,0,1960,3000,5480,30296,59312
102867,"M","東区",0,9600,20140,35525,0,37619,22063,124947
102869,"M","西区",91359,8607,211825,166945,5164,12731,189709,686340
102870,"M","西区",0,108643,0,17800,5542,0,0,131985
102872,"M","東区",33357,10070,0,42495,17974,52230,0,156126
102876,"M","北区",0,0,0,17704,25400,3300,0,46404
102879,"M","西区",1086,6065,13684,44086,2534,2511,25850,95816
102881,"M","北区",3680,5608,29920,51586,97655,1656,37420,227525
102882,"M","北区",14040,11012,0,46382,0,10050,21174,102658
102889,"F","東区",19154,13433,0,14002,0,4746,6738,58073
102890,"F","西区",0,0,9200,18250,0,0,1160,28610
102892,"M","東区",0,6963,2740,0,12235,3840,0,25778
102894,"M","東区",0,5743,0,14206,27317,6960,25748,79974
102899,"F","東区",0,68666,7353,68987,23308,17310,31366,216990
102900,"M","東区",0,7923,133268,70071,134641,85140,18848,449891
102904,"M","北区",0,17138,6017,8537,23579,21720,5981,82972
102908,"M","西区",1764,10950,68880,59200,30640,30320,0,201754
102910,"F","北区",0,287594,5885,58311,91716,5842,8800,458148
102911,"M","東区",19500,15455,0,21097,3960,5580,1120,66712
102912,"M","北区",10343,13441,8783,8962,4000,35232,8564,89325
102913,"F","東区",0,0,0,20638,0,1980,2423,25041
102915,"F","西区",5000,187806,4950,212483,410156,95822,5076,921293
102917,"F","西区",2057,7314,22344,7636,10551,2780,2860,55542
102918,,"北区",12535,466136,41967,106725,175192,17287,259522,1079364
102920,"M","東区",3138,23599,8050,48876,109188,18610,63163,274624
102922,"M","北区",51599,94027,78645,334159,99167,202232,168396,1028225
102924,"M","東区",0,16235,5560,15194,33962,17480,3280,91711
102927,"M","東区",0,16477,0,6520,0,28352,0,51349
102928,"F","北区",0,0,31350,100163,39909,0,5900,177322
102931,"M","西区",28865,388987,91506,677226,167282,294594,79997,1728457
102933,"F","東区",0,18036,0,24888,8020,9751,43954,104649
102936,"M","西区",59060,58832,32607,125419,157032,96393,46404,575747
102940,"M","北区",1034,18278,2980,12200,1240,33638,0,69370
102941,"F","北区",7575,0,0,0,3894,2980,7440,21889
102942,"F","西区",4308,9171,0,9273,4660,38040,33460,98912
102946,"M","東区",0,7500,0,77104,32167,7980,0,124751
102947,"M","北区",0,2120,38264,19238,12200,36500,21850,130172
102948,"M","東区",0,14791,0,16290,95123,4965,0,131169
102949,"F","西区",0,12439,14531,8587,4731,24720,3420,68428
102950,"M","西区",0,0,3480,7810,10364,1160,1840,24654
102951,"F","北区",9568,35138,42500,116520,98320,16387,14578,333011
102952,"M","西区",4450,20324,14543,36442,82968,37939,29880,226546
102956,"F","西区",0,2700,7435,5640,65641,0,0,81416
102957,"F","西区",0,5130,0,8450,25350,0,0,38930
102958,"F","東区",49498,176599,35284,222478,151543,98660,35725,769787
102959,"F","西区",7562,3940,16300,17645,28635,96410,56525,227017
102964,"M","北区",69554,23037,0,21753,4470,8692,41068,168574
102968,"M","東区",39130,5050,0,7824,0,4600,13180,69784
102971,"M","西区",25627,0,12000,0,0,7964,40476,86067
102974,"F","北区",1764,7650,3069,38444,58593,20568,0,130088
102975,"M","東区",10500,0,0,113240,25890,7600,82480,239710
102976,"F","東区",37605,27336,18250,217618,55328,14872,180668,551677
102977,"F","北区",8560,27094,13565,35345,13465,53173,3046,154248
102978,"M","北区",0,33040,3795,5000,0,0,0,41835
102979,"M","西区",0,26599,40485,67740,77930,43830,8424,265008
102980,,"東区",1320,17300,0,0,9900,0,0,28520
102985,"M","東区",7350,13690,17924,13505,5005,16492,0,73966
102988,"F","北区",0,0,37443,7680,0,14972,0,60095
102990,"M","東区",4255,40426,30378,82081,88347,0,5778,251265
102991,"M","西区",0,10764,0,0,10680,2820,0,24264
102992,"M","北区",0,25064,5131,10033,3690,1080,8640,53638
102995,"M","西区",0,48296,19775,21191,46220,10125,0,145607
102996,"F","北区",31968,0,23883,0,65140,1000,0,121991
102997,"M","西区",3728,11566,18530,126145,18571,23851,13040,215431
102998,"F","北区",0,10215,0,10240,19313,0,0,39768
102999,"M","東区",0,5890,0,71708,25240,3872,77276,183986
103001,"M","東区",0,4253,0,36820,4020,14410,16385,75888
103002,"M","東区",42038,25338,4470,149897,12828,25790,0,260361
103003,"M","西区",3353,11631,10525,8000,6864,7642,0,48015
103004,"F","東区",4450,90770,45519,71334,47379,32815,2740,295007
103005,"F","北区",1060,1770,5400,0,1280,63240,0,72750
103006,"F","東区",0,0,4400,2675,18588,0,0,25663
103008,"M","西区",0,0,3200,39508,53581,1980,0,98269
103009,"M","東区",18525,13016,37511,8482,35578,25615,3272,141999
103010,"F","東区",49695,33165,3710,27105,182941,0,10050,306666
103014,"M","西区",0,0,21538,33410,0,0,0,54948
103018,"M","北区",0,13671,0,13960,57480,0,0,85111
103019,"M","東区",7360,10920,4400,33290,0,6780,0,62750
103021,"M","西区",0,11418,0,13316,0,12810,11226,48770
103022,"F","西区",44116,11329,4620,18028,62691,28729,0,169513
103025,"M","西区",18958,44847,36984,82099,28460,39617,126641,377606
103026,"M","北区",0,5680,0,9360,27426,7973,0,50439
103027,"F",,10370,36590,0,12450,47670,33400,14940,155420
103029,"F","西区",4880,26479,0,16210,10510,1480,6000,65559
103030,"M","東区",3360,9465,0,28295,43081,3940,0,88141
103031,"F","西区",4030,26115,4802,49477,61668,13060,11763,170915
103033,"F","西区",0,0,79395,32564,3420,1342,31001,147722
103034,"F","西区",20728,4480,11323,27636,13290,11200,1501,90158
103036,"M","西区",0,28800,0,48000,0,0,0,76800
103037,"M","西区",97975,23358,0,221641,162711,4216,53030,562931
103038,"F","西区",0,0,10000,37110,65895,1880,2921,117806
103039,"F","東区",0,29300,6935,39145,1980,4250,1156,82766
103042,"M","北区",1960,31435,0,11790,48200,1500,10198,105083
103044,"M","東区",11064,10760,0,2980,298407,0,0,323211
103048,"M","北区",319934,44595,18466,29976,23228,8700,4260,449159
103049,"M","西区",0,7230,70062,34404,165624,11868,84006,373194
103050,"F","北区",7360,3040,2850,5922,12087,37605,9208,78072
103053,"M","東区",71413,42188,17814,42988,6080,23624,22163,226270
103054,"M","北区",0,52272,19250,18780,47410,42153,7342,187207
103055,"F","西区",0,4438,7695,10416,0,47501,23085,93135
103056,"M","西区",0,10076,5390,15272,28011,0,0,58749
103058,"M","東区",0,22241,1018,55725,100604,36974,2798,219360
103060,"F","北区",25922,51577,43747,180317,2171,41563,28268,373565
103061,"F","北区",40160,8790,33700,35640,7750,1960,0,128000
103062,"F","西区",0,8980,0,0,0,8800,14849,32629
103066,"M","西区",0,20864,0,28656,0,1235,0,50755
103068,"F","東区",14270,38012,6077,16581,15580,19318,6395,116233
103069,"M","東区",0,42447,4560,54858,36165,3705,0,141735
103074,"F","西区",10960,2660,5149,26568,3354,0,48474,97165
103077,"F","西区",9837,54075,13059,12899,1273,4782,7582,103507
103078,"F","西区",1490,0,0,7548,19558,28613,0,57209
103082,"M","西区",9660,8024,59640,30016,297768,11157,452459,868724
103083,"M","東区",28584,36900,0,8464,36440,5188,13600,129176
103084,"M","西区",38535,110478,339971,214021,114654,213753,401925,1433337
103087,"F","西区",0,0,0,0,280100,0,0,280100
103088,"F","北区",0,0,23200,1050,22498,0,0,46748
103090,"F","東区",0,5027,45615,71660,41233,151247,17852,332634
103091,"F","北区",0,2451,5724,3517,13970,17079,1370,44111
103096,"M","北区",13234,1950,0,164096,11740,21480,0,212500
103097,"M","東区",118075,50787,27627,53631,3434,3502,36065,293121
103098,"F","東区",8190,83323,10760,14082,49618,17820,66847,250640
103104,"F","西区",0,28072,0,26315,52317,11370,1140,119214
103106,"M","東区",7360,4933,0,5208,10729,12630,3306,44166
103107,"M","東区",0,23000,11970,70021,53380,31902,0,190273
103112,"F","東区",4312,141766,1170,93400,12563,12165,23134,288510
103115,"F","北区",21128,77451,41042,58837,143260,47545,36603,425866
103116,"M","東区",0,21805,0,73280,36750,0,0,131835
103120,"M","西区",2916,22971,9560,132034,57842,8782,194575,428680
103121,"M","北区",0,37326,4774,26489,11875,28936,18856,128256
103122,"M","北区",16330,7893,8541,42210,3840,39221,0,118035
103123,"M","東区",0,71938,1482,37676,73745,77879,65942,328662
103125,"M","東区",0,0,0,36142,20770,24348,0,81260
103129,"M","西区",0,0,3798,24030,14924,11940,0,54692
103131,"F","北区",1695,0,9400,31259,0,0,0,42354
103132,"M","東区",0,5394,72657,26465,34671,1800,34134,175121
103133,"M","西区",8768,8176,7129,7177,15924,1938,0,49112
103134,"F","西区",3600,5460,4000,11340,14310,1100,0,39810
103135,"F","東区",0,0,28702,23722,1520,14952,13658,82554
103139,"F","北区",98500,0,0,0,5400,77820,0,181720
103141,"F","西区",0,11366,48257,8316,0,1292,24535,93766
103142,"M","北区",0,0,47250,0,14143,0,0,61393
103145,"M","東区",0,1250,0,51016,0,0,0,52266
103153,"F","北区",0,5040,85900,23268,3870,3450,10145,131673
103154,"M","東区",1764,0,3800,0,0,8430,4260,18254
103155,"F","西区",0,25640,0,3600,1245,0,12942,43427
103156,"M","東区",0,25833,23317,66287,18986,1260,10246,145929
103157,"M","北区",39900,6508,6480,305804,117282,1080,32590,509644
103159,"M","西区",12750,4950,0,0,16298,0,4980,38978
103162,"F","西区",3569,8831,7000,13392,16709,10000,33744,93245
103163,"M","西区",22568,60369,35747,47717,19304,33015,31228,249948
103166,"M","東区",0,44760,84100,52165,6600,73270,0,260895
103168,"M","東区",0,127427,96908,35532,26187,4840,5704,296598
103169,"M","西区",59618,14435,5141,51445,22964,6798,1283,161684
103171,"F","北区",0,3710,0,54604,28458,13639,9275,109686
103173,"F","北区",6774,65534,34254,13559,5700,28818,28575,183214
103174,"M","北区",20420,93131,77391,130959,26180,420957,133020,902058
103176,"F","西区",3728,,11597,3352,8243,46790,2370,101225
103177,"F","北区",55937,86537,90245,27600,126504,33424,82014,502261
103181,"F","西区",12210,0,4637,14688,7470,1280,2520,42805
103182,"M","東区",0,1076,0,7397,111468,14285,3570,137796
103183,"M","東区",10782,88086,88889,52504,222780,64760,29819,557620
103185,"M","西区",16832,60556,0,33960,141451,0,3512,256311
103186,"M","北区",13950,137500,0,0,0,0,0,151450
103192,"M","北区",18140,10570,36411,74833,56256,32988,37125,266323
103193,"M","北区",0,13896,6800,47570,0,16600,119950,204816
103198,"M","東区",12435,68042,83838,146227,79922,75798,107834,574096
103199,"M","西区",6486,37226,20711,10399,58194,10517,9740,153273
103203,"F","東区",6400,3252,0,33267,13854,8380,2260,67413
103205,"M","西区",0,22487,0,13108,20112,0,33959,89666
103210,"F","西区",0,4234,0,4635,15140,8820,0,32829
103211,"M","東区",3680,16780,36640,21492,0,14644,2400,95636
103212,"F","北区",0,24854,0,0,0,0,0,24854
103213,"M","北区",0,3820,57820,16275,5600,0,7166,90681
103214,"M","西区",0,80801,13831,19423,7990,11060,42920,176025
103215,"F","北区",6998,66637,10605,35370,50447,21400,20855,212312
103217,"F","東区",1254,0,7760,35959,4423,69680,0,119076
103223,"F","北区",3277,66021,4275,76339,21034,3230,65442,239618
103226,"F","北区",9420,28946,8915,31309,11778,8127,17668,116163
103229,"F","東区",0,0,15379,7820,46889,6960,0,77048
103230,"F","北区",0,0,3900,24510,27438,11393,21520,88761
103233,"M","東区",15176,62445,39449,195530,95397,38025,23626,469648
103236,"F","北区",15066,54890,25800,29700,94550,3710,0,223716
103243,"M","西区",3768,0,0,0,61425,0,0,65193
103246,"M","西区",11769,27765,6400,48303,22360,37035,19716,173348
103247,"M","西区",11400,5413,2790,29866,13214,9616,2880,75179
103250,"F","東区",1610,25007,35762,10190,8563,10550,44724,136406
103253,"F","北区",1981,36984,0,19491,21660,15333,0,95449
103254,"F","北区",0,0,33320,0,96930,0,0,130250
103255,"M","西区",0,1482,1650,45162,0,45703,20800,114797
103256,"F","北区",17362,9356,1780,23513,39400,10044,2080,103535
103257,"M","東区",1287,36871,3810,4024,6550,11527,27308,91377
103258,"M","西区",3350,1755,2930,10481,0,11920,15122,45558
103261,"F","東区",17251,32545,12615,20694,64780,6340,10462,164687
103262,"M","西区",1960,13968,6708,26254,2665,1492,7882,60929
103264,"M","東区",33192,96527,50400,59228,55610,19000,2213,316170
103265,"F","西区",4725,6462,18556,3394,24397,10583,26694,94811
103266,"F","西区",0,0,0,3240,31212,3600,3158,41210
103268,"F","東区",0,23080,1400,0,0,0,0,24480
103269,"M","西区",0,2430,10620,186788,0,14950,22270,237058
103271,"M","東区",6480,1850,5390,32492,4459,87084,25410,163165
103272,"F","東区",5832,0,9040,49339,61423,12296,1358,139288
103273,"F","西区",10507,14190,20361,51659,4560,26940,15751,143968
103274,"M","北区",7196,3262,4980,23145,14422,0,2160,55165
103281,"F","北区",1060,54985,3000,10421,17580,17746,11174,115966
103285,"F","北区",36813,88014,36012,212928,156449,6560,49996,586772
103286,"M","西区",0,0,8700,97422,0,0,0,106122
103287,"M","東区",23135,23746,0,38432,40240,0,19800,145353
103288,"M","東区",5136,3909,0,0,6367,2114,0,17526
103290,"M","北区",0,0,9960,16661,0,15400,4450,46471
103291,"M","東区",1412,0,1830,9540,2218,1980,2372,19352
103295,"M","東区",2440,0,59237,61580,0,10370,73187,206814
103296,"F","西区",3728,6360,9492,10600,0,3290,3846,37316
103300,"F","東区",1446,12461,11144,17606,14530,6605,2554,66346
103301,"F","東区",0,30920,6748,79623,43196,18096,16636,195219
103302,"M","西区",1989,3880,0,18796,13019,0,0,37684
103303,"M","西区",6067,120794,73355,158545,49576,31095,278273,717705
103304,"F","西区",0,44882,48423,47616,51280,16563,22625,231389
103307,"F","北区",25729,9093,4190,30228,17610,11100,3390,101340
103308,"F","東区",13111,31010,1380,29403,53943,11610,37172,177629
103309,"M","東区",0,39698,13410,24434,12544,39400,1425,130911
103311,,"東区",44760,0,0,0,6750,0,0,51510
103312,"F","西区",7246,9740,4239,30505,26550,3180,3000,84460
103315,"F","東区",0,3520,29940,16440,41867,22930,5990,120687
103316,"F","西区",0,55869,40872,35071,15207,29920,152222,329161
103317,"F","北区",47362,26864,10555,28398,139217,8529,66163,327088
103322,"M","北区",0,0,0,28049,0,2160,0,30209
103323,"M","北区",14490,0,0,100758,5300,1100,0,121648
103324,"M","北区",0,0,223820,25610,0,3450,5580,258460
103330,"F","東区",0,39297,9320,0,4400,5500,0,58517
103332,"M","西区",0,21580,13814,16242,27706,6816,30807,116965
103337,"F","北区",0,108779,74308,96310,3278,30800,0,313475
103339,"F","西区",0,66006,15020,9151,17630,5886,42104,155797
103341,"F","西区",0,111799,0,35780,3328,29000,15230,195137
103343,"M","西区",40500,16116,0,0,20900,0,0,77516
103344,"F","北区",0,4568,11001,13542,17648,28980,2176,77915
103345,"F","東区",11569,14200,2480,2940,7396,5700,5640,49925
103346,"F","西区",0,0,2880,10110,10950,0,0,23940
103347,"F","東区",28212,0,0,46525,0,0,0,74737
103348,"M","北区",8100,70784,9123,30687,97860,14277,13900,244731
103349,"F","西区",9364,28692,39675,0,17348,28672,27640,151391
103350,"F","北区",0,61761,12594,24626,53491,2890,17274,172636
103352,"M","北区",37674,10904,115851,15352,41246,17552,83028,321607
103353,"F","西区",0,12679,0,13088,4238,10094,31536,71635
103354,"F","北区",30441,2860,0,1680,12790,0,0,47771
103355,"F","北区",0,2976,10644,13076,1550,20877,0,49123
103356,"F","北区",0,21690,16356,25227,84663,60551,1606,210093
103360,"M","西区",6678,73923,52397,3723,18897,32000,6856,194474
103361,"M","西区",0,0,0,5418,23690,17116,33270,79494
103363,"F","北区",0,0,14365,15221,8564,29598,0,67748
103364,"M","東区",8788,10713,34719,22524,16812,15095,68550,177201
103365,"M","西区",0,0,0,35003,0,5440,3000,43443
103366,"M","北区",4402,27550,0,24350,4400,0,69492,130194
103367,"M","北区",0,4910,2980,20950,11960,27810,14348,82958
103369,"M","北区",17889,90316,278510,47778,10779,28700,18935,492907
103372,"M","西区",0,5890,2154,52859,5530,0,32445,98878
103373,"M","東区",,5078,7350,26171,38333,6040,21080,104052
103374,"F","東区",0,3088,7125,0,13443,2900,2154,28710
103378,"M","東区",0,46796,62643,59251,55954,9315,60450,294409
103380,"M","西区",0,9245,1980,13200,11270,1440,0,37135
103382,"F","東区",7077,30051,43807,15072,18591,4980,7910,127488
103383,"F","北区",0,10779,0,21896,2314,0,7540,42529
103385,"F","西区",0,0,68323,0,0,43291,23515,135129
103390,"F","北区",0,0,1200,23585,1200,7664,0,33649
103392,"M","西区",9256,34931,3255,1478,1200,3264,0,53384
103394,"M","東区",36341,178584,79448,66417,62120,22170,362339,807419
103396,"M","東区",4312,21780,0,21460,1194,6270,8031,63047
103399,"M","西区",9750,0,0,6192,1154,44260,16920,78276
103400,"M","西区",25639,21166,60861,74039,31456,81740,30883,325784
103402,"F","北区",4537,1065,59728,9589,17388,2300,10200,104807
103403,"M","東区",0,3790,5868,12108,0,5155,2900,29821
103404,"F","西区",7196,18962,7282,64836,25035,73916,23916,221143
103406,"M","西区",1786,2299,31407,19713,34083,2651,25661,117600
103408,"M","北区",19120,27130,0,3147,57274,8065,15809,130545
103409,"F","西区",5692,0,14700,0,0,0,0,20392
103410,"F","東区",0,46449,8342,24148,12279,13660,14759,119637
103411,"F","西区",0,69950,0,145408,8110,39009,1170,263647
103412,"F","東区",0,0,0,0,216608,0,80550,297158
103413,"F","東区",0,29768,3450,7150,190260,94189,0,324817
103417,"F","西区",32259,7880,4580,0,23525,0,21620,89864
103418,"F","西区",0,63249,2700,55700,91319,46950,38694,298612
103421,"M","西区",0,65844,76732,61258,41808,9470,0,255112
103422,"M","北区",92848,123200,0,0,31780,4900,0,252728
103423,"F","西区",0,0,0,0,103425,0,0,103425
103425,"F","西区",0,13793,3000,44630,38992,13480,36128,150023
103426,"M","東区",3326,11950,0,20255,5940,0,0,41471
103429,"F","北区",0,9400,14280,5905,5340,0,0,34925
103431,"M","東区",0,0,0,1578,7480,22900,0,31958
103433,"F","東区",17760,153581,11885,63170,17188,31804,44053,339441
103435,"F","北区",4930,0,0,0,67286,0,8835,81051
103436,"F","東区",17622,66306,1960,185739,33634,54100,25657,385018
103437,"F","西区",0,2348,109430,43992,14592,0,86327,256689
103441,"F","北区",0,21921,42345,22270,23060,31808,26600,168004
103443,"F","北区",21066,15960,49548,37071,7624,7918,10800,149987
103444,"M","北区",18440,184383,37254,218828,8885,50970,4350,523110
103446,"F","東区",0,0,0,11336,49386,11527,43060,115309
103449,"M","北区",0,28700,0,37675,37217,67548,76050,247190
103452,"F","東区",1395,24776,16968,35802,40484,6837,20740,147002
103453,"F","北区",3862,7500,5520,12824,31961,3640,5740,71047
103454,"M","東区",0,17169,0,2565,15336,1530,2464,39064
103455,"F","西区",0,22539,8980,30190,48476,51844,0,162029
103456,"F","東区",0,0,8930,0,5902,4070,31500,50402
103458,"M","北区",2924,9627,20400,14637,3310,0,0,50898
103459,"F","北区",0,11576,13350,17200,32815,0,0,74941
103460,"F","北区",0,2877,3800,5230,7300,0,6480,25687
103461,"M","北区",0,148229,92399,78894,123736,76538,66857,586653
103462,"F","東区",0,7294,4921,2094,10290,0,1015,25614
103463,"M","西区",1490,,72385,4890,4483,0,4440,103103
103465,"F","西区",0,8850,2692,21827,29077,10994,23589,97029
103466,"M","北区",0,0,2880,13095,30436,0,55000,101411
103467,"M","東区",,0,34259,12944,0,10937,17726,75866
103472,"F","北区",43600,10050,0,10310,16380,3360,3384,87084
103473,"M","西区",0,53970,0,83439,17984,0,55740,211133
103475,"M","東区",0,0,0,23825,0,27915,7352,59092
103476,"F","北区",7881,61993,14200,53639,48869,19230,8433,214245
103477,"M","北区",1960,2718,6607,30584,10046,8264,1881,62060
103483,"F","西区",0,25513,8628,28232,6132,1862,31431,101798
103484,"M","西区",24059,273668,53845,62297,119598,53562,31814,618843
103486,"M","北区",3920,21653,0,60348,4860,0,33902,124683
103488,"M","西区",4240,94260,0,72515,127360,14820,4750,317945
103489,"M","西区",0,62855,10650,15700,29043,3340,5290,126878
103491,"M","北区",8516,11742,1121,51612,1250,1360,26088,101689
103493,"M","北区",1486,86985,11395,114452,5505,106950,8099,334872
103494,"M","東区",33229,108055,28307,39480,28070,8200,47640,292981
103495,"M","東区",0,0,21200,17352,40560,6800,0,85912
103496,"F","西区",3875,1279,0,0,10337,2889,3532,21912
103497,"F","西区",0,0,0,0,13780,0,0,13780
103501,"M","北区",131960,46433,68287,326395,28275,12160,69070,682580
103503,"F","東区",6225,5263,10233,14640,5700,7669,36577,86307
103504,"M","北区",3240,0,0,33976,18403,0,0,55619
103509,"M","西区",12721,0,0,13920,3932,0,13300,43873
103511,"M","東区",1490,245668,84720,130940,244739,160671,24070,892298
103512,"M","東区",0,58242,3306,8540,29685,1540,1960,103273
103516,"F","西区",21840,121124,19176,20709,25408,33182,5220,246659
103518,"M","北区",0,0,18070,20000,0,0,15649,53719
103521,"M","西区",0,4622,3490,1280,59853,1920,14262,85427
103522,"M","西区",27530,34188,17180,132261,56406,65270,3361,336196
103524,"F","北区",6650,4490,0,19469,23680,0,18048,72337
103527,"F","西区",0,0,0,5884,4540,0,11660,22084
103528,"M","北区",0,47859,0,13059,16298,3000,2704,82920
103529,"M","西区",12500,11354,8980,0,6380,62700,0,101914
103530,"M","西区",0,2736,0,34532,10011,6720,0,53999
103532,"M","西区",24714,122954,32551,21723,56555,4513,4582,267592
103533,"M","西区",14556,11146,6160,4020,1245,14871,0,51998
103539,"F","北区",0,19288,0,49019,7114,42173,0,117594
103541,"F","東区",0,0,19042,0,0,0,42720,61762
